Transaction ID,Sender Bank ID,Receiver Bank ID,Amount (USD),Timestamp,Currency,Transaction Type,Transaction Status,Slice ID,Bandwidth Allocation (Mbps),Latency (ms),Packet Loss Rate (%),Encryption Method,Public Key,Private Key,Session Key,Encryption Time (ms),Decryption Time (ms),QKD Protocol,QKD Success Rate (%),QKD Detection,Attack Type,Attack Success Rate (%),Computational Overhead (%)
T250,Bank2,Bank1,976,2016-03-06 04:12:00,USD,Bill Payment,Failed,Slice3,167,11,0.037871988160893426,AES,X250,Y250,Z250,4,7,E91,20.898021139431854,True,Man-in-the-Middle,35.90883435887386,22
T251,Bank2,Bank2,3350,2018-01-14 13:34:00,GBP,Fund Transfer,Pending,Slice1,182,12,0.053620807918370886,AES,X251,Y251,Z251,7,3,BB84,31.498190568768404,False,Quantum Interception,63.70204424527831,18
T252,Bank3,Bank2,1220,2015-12-30 20:03:00,GBP,Transfer,Failed,Slice2,137,26,0.04610062903901338,ECC,X252,Y252,Z252,7,7,E91,90.05435683879124,False,Replay Attack,31.060962680236425,22
T253,Bank1,Bank1,1285,2016-11-10 12:49:00,GBP,Fund Transfer,Failed,Slice2,184,15,0.06101519520996738,AES,X253,Y253,Z253,6,3,E91,6.8566154600671725,False,Replay Attack,56.2583902956345,28
T254,Bank4,Bank1,4315,2019-01-23 02:08:00,GBP,Transfer,Failed,Slice1,146,21,0.06250440161081798,ECC,X254,Y254,Z254,7,7,BB84,37.50122030183641,False,Quantum Interception,64.1661194243405,24
T255,Bank2,Bank3,1422,2015-10-27 01:25:00,GBP,Transfer,Successful,Slice1,74,22,0.07450914246948456,ECC,X255,Y255,Z255,8,6,BB84,0.45425948213637657,False,Quantum Interception,7.680415420196995,23
T256,Bank1,Bank3,4758,2020-03-21 06:25:00,USD,Bill Payment,Failed,Slice2,115,24,0.06998942278303695,AES,X256,Y256,Z256,8,4,E91,11.727417478314129,False,Quantum Interception,99.42124702275328,26
T257,Bank4,Bank1,1832,2017-03-17 12:20:00,USD,Transfer,Failed,Slice3,117,27,0.060406255109933284,AES,X257,Y257,Z257,8,5,BB84,79.21764654842978,False,Replay Attack,94.14986753815626,10
T258,Bank2,Bank4,4373,2017-10-17 21:38:00,GBP,Transfer,Failed,Slice2,146,11,0.005607016931356424,ECC,X258,Y258,Z258,8,4,BB84,65.84641734130396,False,Replay Attack,21.964293053903837,23
T259,Bank3,Bank2,2298,2018-12-09 00:32:00,GBP,Transfer,Successful,Slice2,113,17,0.09220747660593655,AES,X259,Y259,Z259,9,6,E91,31.083257571054546,False,Man-in-the-Middle,16.32313469318455,16
T260,Bank3,Bank1,1457,2019-02-28 23:39:00,GBP,Fund Transfer,Successful,Slice3,141,14,0.02467523130046998,ECC,X260,Y260,Z260,6,3,BB84,84.24821578805079,False,Replay Attack,51.10543246580487,20
T261,Bank2,Bank2,2822,2020-02-12 01:20:00,GBP,Bill Payment,Successful,Slice2,183,24,0.07568804977945276,AES,X261,Y261,Z261,7,5,E91,93.22333213370467,True,Replay Attack,92.2619426385315,17
T262,Bank4,Bank2,3158,2017-07-09 09:26:00,EUR,Bill Payment,Failed,Slice2,118,26,0.060328690265507856,ECC,X262,Y262,Z262,5,8,BB84,33.642894978909986,True,Replay Attack,25.851949813833176,11
T263,Bank3,Bank4,3069,2015-04-30 14:38:00,EUR,Fund Transfer,Failed,Slice1,124,16,0.06755890549620669,ECC,X263,Y263,Z263,7,8,BB84,46.13875697555871,False,Quantum Interception,90.54488553578139,16
T264,Bank4,Bank4,602,2016-04-08 07:02:00,GBP,Transfer,Pending,Slice1,140,7,0.045271451696728686,AES,X264,Y264,Z264,7,7,E91,94.03136290939115,True,Replay Attack,39.03363525585799,15
T265,Bank4,Bank4,4787,2015-01-08 01:04:00,EUR,Fund Transfer,Failed,Slice1,56,5,0.017528661128940536,AES,X265,Y265,Z265,7,4,BB84,71.6652301610327,True,Man-in-the-Middle,52.62949595500919,16
T266,Bank2,Bank4,2443,2020-04-12 03:00:00,USD,Bill Payment,Failed,Slice3,98,5,0.08075537845547849,AES,X266,Y266,Z266,9,7,BB84,66.92728006054274,True,Man-in-the-Middle,44.44222268909331,23
T267,Bank4,Bank1,2526,2016-10-05 00:19:00,GBP,Transfer,Pending,Slice3,113,11,0.07326154410463219,ECC,X267,Y267,Z267,8,8,BB84,95.36334558291286,True,Man-in-the-Middle,73.38105206086821,11
T268,Bank3,Bank1,4393,2016-03-29 12:18:00,USD,Fund Transfer,Failed,Slice2,83,11,0.08541151066845601,ECC,X268,Y268,Z268,4,8,E91,37.957889081710675,True,Replay Attack,15.708563463875647,26
T269,Bank2,Bank3,1952,2019-04-22 18:36:00,USD,Fund Transfer,Failed,Slice1,88,8,0.07980880663543005,ECC,X269,Y269,Z269,8,6,BB84,28.604572632239222,True,Replay Attack,91.62302914528904,11
T270,Bank1,Bank4,3388,2019-12-20 00:35:00,USD,Fund Transfer,Failed,Slice2,193,9,0.03185461770871822,AES,X270,Y270,Z270,5,8,BB84,48.24808175441557,False,Replay Attack,58.33481920559977,10
T271,Bank3,Bank2,4104,2015-07-29 03:11:00,USD,Bill Payment,Successful,Slice2,77,15,0.06936618797177914,ECC,X271,Y271,Z271,5,6,E91,89.69764104646639,True,Replay Attack,44.068532786431234,14
T272,Bank2,Bank4,4908,2020-04-23 02:33:00,GBP,Transfer,Successful,Slice1,183,16,0.03808980549472605,AES,X272,Y272,Z272,8,6,BB84,60.58292696713256,True,Replay Attack,2.1000480737086935,19
T273,Bank2,Bank3,836,2018-12-21 00:22:00,EUR,Bill Payment,Failed,Slice3,127,6,0.0652978046139737,AES,X273,Y273,Z273,6,5,E91,58.46593498104067,True,Quantum Interception,52.28420874648233,16
T274,Bank4,Bank3,1640,2018-01-14 13:38:00,GBP,Fund Transfer,Pending,Slice1,174,29,0.07667024061903942,AES,X274,Y274,Z274,8,8,E91,27.55198786719093,False,Replay Attack,39.17086363082769,22
T275,Bank4,Bank4,4449,2015-11-12 09:18:00,EUR,Bill Payment,Successful,Slice3,139,17,0.05492790457264384,ECC,X275,Y275,Z275,8,3,BB84,28.642764952337064,True,Man-in-the-Middle,19.436608080070883,29
T276,Bank4,Bank1,2507,2015-02-23 20:26:00,EUR,Transfer,Successful,Slice3,190,10,0.07511103930346666,AES,X276,Y276,Z276,7,6,E91,90.03259616271775,False,Man-in-the-Middle,48.672603222017564,16
T277,Bank4,Bank2,1741,2016-05-24 07:59:00,EUR,Transfer,Pending,Slice1,143,22,0.04288632040149132,AES,X277,Y277,Z277,8,7,BB84,76.54098011883744,True,Quantum Interception,54.94293225235274,26
T278,Bank4,Bank1,1890,2019-06-09 18:51:00,USD,Transfer,Failed,Slice2,116,28,0.0650119055387876,AES,X278,Y278,Z278,9,6,E91,19.782054152867946,False,Man-in-the-Middle,40.85811035855937,14
T279,Bank3,Bank2,4299,2018-05-02 23:23:00,EUR,Transfer,Pending,Slice1,117,25,0.015048788414156234,AES,X279,Y279,Z279,9,5,BB84,14.727476475761236,False,Replay Attack,11.177775456472094,10
T280,Bank2,Bank4,3692,2019-11-16 10:14:00,EUR,Transfer,Pending,Slice3,190,12,0.056722592198186976,ECC,X280,Y280,Z280,7,6,BB84,54.95888030258145,False,Man-in-the-Middle,90.30107945366068,19
T281,Bank1,Bank2,2473,2020-06-04 02:29:00,EUR,Fund Transfer,Pending,Slice1,117,20,0.08305750587798635,ECC,X281,Y281,Z281,5,6,BB84,94.58449042562731,True,Replay Attack,61.58592679058892,17
T282,Bank4,Bank4,1836,2019-03-25 05:26:00,USD,Bill Payment,Failed,Slice1,60,7,0.07591163717334982,ECC,X282,Y282,Z282,8,6,E91,41.22811215211711,True,Man-in-the-Middle,39.56151174329069,11
T283,Bank2,Bank2,983,2017-07-15 17:57:00,GBP,Fund Transfer,Pending,Slice1,93,20,0.08139041522935339,ECC,X283,Y283,Z283,6,4,BB84,72.3902684523862,True,Man-in-the-Middle,17.420105396508344,19
T284,Bank3,Bank3,4205,2017-09-26 01:55:00,USD,Fund Transfer,Failed,Slice3,78,11,0.08926475040254894,ECC,X284,Y284,Z284,8,5,BB84,8.551339565798532,True,Man-in-the-Middle,92.87786406614485,16
T285,Bank3,Bank3,4732,2020-07-09 21:36:00,USD,Bill Payment,Pending,Slice3,76,14,0.011900870108384599,ECC,X285,Y285,Z285,6,8,E91,17.213482408710647,False,Replay Attack,4.573198181588712,23
T286,Bank2,Bank1,1324,2018-04-25 17:22:00,GBP,Transfer,Pending,Slice2,50,11,0.02005790798501829,AES,X286,Y286,Z286,8,5,BB84,49.64383000418311,True,Man-in-the-Middle,81.42594946084878,26
T287,Bank3,Bank1,4532,2015-03-27 06:40:00,USD,Transfer,Pending,Slice1,120,15,0.005429327177300558,ECC,X287,Y287,Z287,9,8,BB84,98.68949768615923,True,Man-in-the-Middle,63.998688702242326,11
T288,Bank4,Bank2,693,2018-04-01 22:02:00,EUR,Transfer,Successful,Slice1,68,10,0.0859219630708243,ECC,X288,Y288,Z288,7,4,BB84,40.79590032815662,False,Quantum Interception,98.7038254885215,22
T289,Bank4,Bank2,4586,2019-08-08 06:26:00,EUR,Fund Transfer,Pending,Slice2,157,27,0.00024512261336496756,ECC,X289,Y289,Z289,6,3,BB84,90.8859670841826,False,Quantum Interception,56.91450096061366,19
T290,Bank2,Bank3,617,2020-04-05 15:28:00,EUR,Fund Transfer,Failed,Slice2,75,29,0.07132103865135565,ECC,X290,Y290,Z290,6,8,BB84,31.691292629303923,True,Replay Attack,85.5429774425594,16
T291,Bank2,Bank2,3197,2015-03-02 14:37:00,EUR,Fund Transfer,Successful,Slice1,134,27,0.08136351672830006,ECC,X291,Y291,Z291,7,3,E91,75.70878706379366,False,Man-in-the-Middle,29.532150340634157,12
T292,Bank4,Bank3,556,2018-09-23 10:02:00,GBP,Transfer,Pending,Slice3,116,22,0.02652061098290295,AES,X292,Y292,Z292,7,3,E91,51.55864385979485,False,Man-in-the-Middle,5.193499844604144,15
T293,Bank1,Bank4,3407,2020-02-19 18:56:00,USD,Bill Payment,Failed,Slice3,161,12,0.04295546335913582,AES,X293,Y293,Z293,9,4,BB84,48.906519368884425,True,Replay Attack,91.04716913633058,22
T294,Bank3,Bank1,1890,2020-08-23 18:49:00,USD,Bill Payment,Failed,Slice2,129,15,0.005619427557508716,ECC,X294,Y294,Z294,8,5,E91,32.8108275519232,True,Quantum Interception,76.04907136284133,12
T295,Bank4,Bank1,2645,2017-09-28 03:50:00,USD,Bill Payment,Successful,Slice2,181,6,0.06846091005844744,AES,X295,Y295,Z295,7,8,BB84,17.499999247417144,True,Man-in-the-Middle,48.02721502768917,19
T296,Bank1,Bank4,1647,2019-05-29 11:16:00,EUR,Transfer,Pending,Slice1,164,7,0.0396790409076653,ECC,X296,Y296,Z296,8,6,E91,82.58955819803678,False,Man-in-the-Middle,42.94360899753394,17
T297,Bank1,Bank1,2475,2016-06-17 06:15:00,GBP,Transfer,Pending,Slice1,129,23,0.02454283330640863,AES,X297,Y297,Z297,4,4,BB84,72.79958859935209,True,Quantum Interception,72.7829719751183,25
T298,Bank4,Bank1,1118,2019-05-11 10:50:00,EUR,Fund Transfer,Successful,Slice3,116,11,0.08445028309498884,ECC,X298,Y298,Z298,5,7,E91,82.78747118949958,True,Man-in-the-Middle,97.83182941064524,28
T299,Bank1,Bank1,2448,2016-01-15 18:09:00,EUR,Fund Transfer,Failed,Slice2,60,17,0.014267253525608294,ECC,X299,Y299,Z299,9,8,E91,87.82764249430741,False,Quantum Interception,91.61136815987378,14
T300,Bank4,Bank1,1905,2015-11-04 21:45:00,GBP,Fund Transfer,Pending,Slice1,195,16,0.0372511048349197,ECC,X300,Y300,Z300,4,3,BB84,29.227487297619415,False,Man-in-the-Middle,24.57314042083134,20
T301,Bank4,Bank1,2281,2015-06-08 12:09:00,USD,Transfer,Failed,Slice2,87,24,0.032212953129551115,AES,X301,Y301,Z301,8,5,BB84,27.542136715528297,False,Man-in-the-Middle,95.5500425649325,21
T302,Bank4,Bank2,2521,2017-10-30 19:20:00,USD,Bill Payment,Pending,Slice2,189,14,0.08459125064018738,ECC,X302,Y302,Z302,8,5,BB84,55.992801979842845,True,Quantum Interception,12.083978430774135,26
T303,Bank2,Bank3,1998,2020-09-09 00:37:00,USD,Bill Payment,Successful,Slice2,104,5,0.05457504865881581,ECC,X303,Y303,Z303,8,7,BB84,71.83444838795903,True,Replay Attack,11.621375079359442,17
T304,Bank1,Bank2,4499,2015-12-03 22:33:00,EUR,Fund Transfer,Failed,Slice2,62,13,0.07767058174638375,ECC,X304,Y304,Z304,5,7,E91,79.5815020458502,True,Quantum Interception,70.01904698689924,10
T305,Bank1,Bank3,3046,2018-01-12 09:00:00,GBP,Fund Transfer,Successful,Slice1,58,6,0.006809086951879751,AES,X305,Y305,Z305,6,5,E91,12.334266840556518,False,Replay Attack,0.5988677721030289,20
T306,Bank1,Bank3,358,2016-08-07 05:31:00,GBP,Fund Transfer,Successful,Slice1,183,20,0.041258656340963464,ECC,X306,Y306,Z306,6,8,E91,37.81950656388465,False,Replay Attack,44.47322066825159,10
T307,Bank4,Bank4,560,2016-05-13 17:16:00,GBP,Transfer,Successful,Slice3,108,19,0.037087709587131125,AES,X307,Y307,Z307,7,5,E91,43.915567311256595,True,Replay Attack,45.230611535763764,22
T308,Bank4,Bank2,4809,2016-09-16 11:30:00,USD,Transfer,Successful,Slice3,119,28,0.0032269831382141234,AES,X308,Y308,Z308,8,8,BB84,72.80319192499101,True,Quantum Interception,55.65493012415562,17
T309,Bank3,Bank2,1407,2015-09-02 11:11:00,USD,Bill Payment,Failed,Slice1,132,22,0.05065705173355656,ECC,X309,Y309,Z309,5,5,BB84,32.68926374925169,True,Man-in-the-Middle,77.81303776412739,28
T310,Bank3,Bank2,1810,2017-08-02 01:45:00,EUR,Transfer,Successful,Slice2,62,5,0.01707485461121311,ECC,X310,Y310,Z310,5,7,E91,22.40721968384888,True,Man-in-the-Middle,94.12395141925052,25
T311,Bank2,Bank4,4514,2015-06-23 01:38:00,EUR,Transfer,Successful,Slice3,185,19,0.02144491068083351,AES,X311,Y311,Z311,5,4,E91,10.995141909902395,True,Replay Attack,19.717401338006646,14
T312,Bank1,Bank4,4465,2015-03-13 20:07:00,EUR,Fund Transfer,Pending,Slice3,57,21,0.0937702996871218,AES,X312,Y312,Z312,4,5,BB84,3.2806531824433494,False,Quantum Interception,72.27988905491651,26
T313,Bank4,Bank4,1508,2016-01-01 11:32:00,GBP,Fund Transfer,Successful,Slice1,81,26,0.025404785837072855,AES,X313,Y313,Z313,4,7,BB84,43.47263435545713,True,Replay Attack,54.00462267227317,17
T314,Bank2,Bank4,4282,2020-07-31 14:25:00,EUR,Bill Payment,Failed,Slice2,138,10,0.0191819350378572,AES,X314,Y314,Z314,7,4,BB84,72.62406453238263,False,Quantum Interception,40.88916252713686,27
T315,Bank4,Bank4,3794,2016-08-18 00:43:00,EUR,Bill Payment,Failed,Slice3,128,19,0.07669062218380672,AES,X315,Y315,Z315,7,7,E91,60.28746693434029,True,Quantum Interception,21.93293829938481,17
T316,Bank2,Bank3,1121,2016-01-25 17:25:00,EUR,Fund Transfer,Pending,Slice3,126,12,0.023708889585098526,ECC,X316,Y316,Z316,6,4,BB84,24.641776206226652,True,Replay Attack,66.3140073942383,28
T317,Bank2,Bank4,1886,2016-01-01 07:21:00,USD,Fund Transfer,Successful,Slice3,63,24,0.02494355756551511,AES,X317,Y317,Z317,6,8,BB84,34.29634830074729,False,Replay Attack,74.81869961373397,19
T318,Bank1,Bank3,3962,2020-11-28 12:07:00,EUR,Bill Payment,Pending,Slice2,167,25,0.01836537953648908,AES,X318,Y318,Z318,7,4,E91,99.51448482758974,True,Replay Attack,74.5020823965347,17
T319,Bank3,Bank1,1190,2015-09-02 11:33:00,USD,Bill Payment,Failed,Slice2,132,25,0.036888910180401815,ECC,X319,Y319,Z319,9,5,BB84,78.40912693694287,True,Replay Attack,48.52966354982281,28
T320,Bank3,Bank3,373,2019-05-03 10:11:00,EUR,Bill Payment,Successful,Slice2,161,23,0.009808494442886895,AES,X320,Y320,Z320,9,5,E91,73.528664212964,True,Replay Attack,42.969841408953634,13
T321,Bank2,Bank1,1881,2015-11-23 16:26:00,GBP,Bill Payment,Pending,Slice1,100,13,0.05826078199805156,AES,X321,Y321,Z321,9,6,BB84,24.84066346338033,False,Man-in-the-Middle,8.46924717034131,20
T322,Bank2,Bank1,2239,2016-09-01 21:34:00,USD,Bill Payment,Pending,Slice1,162,22,0.07449568834435287,ECC,X322,Y322,Z322,7,5,E91,78.46244080097567,False,Replay Attack,58.12503566233925,11
T323,Bank2,Bank1,161,2019-09-28 00:07:00,USD,Transfer,Failed,Slice3,128,28,0.025513613715325748,ECC,X323,Y323,Z323,6,8,BB84,25.279367281898868,True,Quantum Interception,81.9946214164728,26
T324,Bank2,Bank4,1216,2020-07-26 16:20:00,GBP,Bill Payment,Successful,Slice2,130,27,0.03160217072297688,ECC,X324,Y324,Z324,8,6,BB84,19.934767502339433,False,Replay Attack,4.71074825555956,27
T325,Bank2,Bank1,1948,2015-12-14 01:54:00,EUR,Transfer,Failed,Slice3,51,10,0.08420904392717002,AES,X325,Y325,Z325,8,7,BB84,32.723932033572225,False,Man-in-the-Middle,22.46831007333303,18
T326,Bank1,Bank4,2362,2015-09-02 23:20:00,EUR,Fund Transfer,Successful,Slice1,161,6,0.06096691895460247,AES,X326,Y326,Z326,4,7,E91,28.538465241270305,False,Replay Attack,64.70329930795396,17
T327,Bank2,Bank4,4322,2019-09-09 09:00:00,GBP,Fund Transfer,Successful,Slice1,131,16,0.0685686029541959,AES,X327,Y327,Z327,8,8,BB84,24.07307325418593,True,Man-in-the-Middle,68.90086385907674,28
T328,Bank2,Bank2,871,2019-04-05 02:18:00,GBP,Bill Payment,Failed,Slice3,165,6,0.01340440148308969,AES,X328,Y328,Z328,4,4,BB84,18.382949744146536,False,Replay Attack,94.39831946989244,17
T329,Bank1,Bank1,107,2017-04-09 01:49:00,USD,Transfer,Failed,Slice1,183,16,0.010973713318256674,ECC,X329,Y329,Z329,4,6,E91,71.68539630235925,True,Quantum Interception,23.892823323892475,12
T330,Bank3,Bank2,3168,2018-05-30 08:28:00,GBP,Transfer,Pending,Slice1,56,26,0.0051039679175947875,ECC,X330,Y330,Z330,9,5,E91,88.57955209044107,False,Quantum Interception,49.931991932386524,15
T331,Bank2,Bank4,862,2017-07-18 03:33:00,USD,Transfer,Failed,Slice1,151,12,0.03794631663736662,AES,X331,Y331,Z331,8,5,E91,26.007763024104957,False,Man-in-the-Middle,9.781981390111394,16
T332,Bank4,Bank2,1385,2020-05-19 23:45:00,USD,Transfer,Failed,Slice2,178,8,0.07896274029754724,ECC,X332,Y332,Z332,8,7,BB84,49.735014701104085,True,Quantum Interception,18.755110969453526,28
T333,Bank4,Bank4,1786,2017-03-11 13:35:00,EUR,Fund Transfer,Successful,Slice3,104,22,0.062155452168954274,ECC,X333,Y333,Z333,8,5,BB84,61.5630127990122,False,Quantum Interception,20.471243774624547,15
T334,Bank3,Bank3,731,2015-03-27 04:30:00,EUR,Bill Payment,Pending,Slice3,82,24,0.005785266232342479,AES,X334,Y334,Z334,4,7,E91,30.196501697326696,False,Man-in-the-Middle,18.820377609790505,18
T335,Bank3,Bank4,4038,2017-09-09 15:45:00,EUR,Fund Transfer,Failed,Slice1,142,20,0.07790879365228319,AES,X335,Y335,Z335,4,7,E91,89.39379499438061,True,Man-in-the-Middle,32.572167924869554,24
T336,Bank2,Bank3,838,2019-09-17 03:05:00,GBP,Fund Transfer,Pending,Slice1,149,10,0.017424216120160273,ECC,X336,Y336,Z336,5,4,E91,65.41004006787499,True,Replay Attack,31.301761916134176,25
T337,Bank3,Bank2,4421,2020-01-07 14:42:00,EUR,Fund Transfer,Pending,Slice2,188,29,0.06657664685859652,ECC,X337,Y337,Z337,8,3,E91,97.43493807009706,False,Replay Attack,63.59478276247997,12
T338,Bank4,Bank3,941,2019-12-19 15:35:00,GBP,Bill Payment,Failed,Slice2,89,18,0.03537405410343554,ECC,X338,Y338,Z338,9,5,E91,38.23921236696035,False,Replay Attack,79.54345654075296,17
T339,Bank2,Bank3,2315,2019-06-09 00:53:00,GBP,Fund Transfer,Pending,Slice1,121,20,0.0342851473336254,ECC,X339,Y339,Z339,6,6,BB84,87.26184968769903,False,Quantum Interception,83.44839818395151,19
T340,Bank4,Bank3,3152,2017-05-23 09:31:00,GBP,Fund Transfer,Successful,Slice3,110,9,0.07367724998335622,AES,X340,Y340,Z340,6,6,BB84,85.71563685867784,True,Replay Attack,85.50919301937103,22
T341,Bank2,Bank1,754,2018-04-29 00:46:00,EUR,Fund Transfer,Successful,Slice3,106,10,0.0071891655936339284,AES,X341,Y341,Z341,4,5,BB84,12.668946957889826,True,Quantum Interception,22.865078657798044,24
T342,Bank1,Bank1,4803,2016-05-20 03:02:00,EUR,Transfer,Successful,Slice1,71,15,0.002101966904698316,AES,X342,Y342,Z342,4,8,E91,56.648882665464896,False,Man-in-the-Middle,28.889467441613625,14
T343,Bank4,Bank3,561,2018-04-13 01:47:00,USD,Fund Transfer,Failed,Slice1,67,17,0.06093069397650606,AES,X343,Y343,Z343,7,5,E91,30.124353065917976,False,Quantum Interception,66.35208585321428,20
T344,Bank4,Bank2,565,2019-09-06 06:37:00,EUR,Bill Payment,Successful,Slice2,184,11,0.07917538098755243,ECC,X344,Y344,Z344,7,4,BB84,24.260046128737734,False,Quantum Interception,86.28316526035681,11
T345,Bank3,Bank1,4065,2017-03-23 10:24:00,GBP,Transfer,Failed,Slice1,90,9,0.059022159957799795,ECC,X345,Y345,Z345,4,7,E91,88.76227024632873,True,Replay Attack,2.713693405075923,25
T346,Bank2,Bank3,4772,2018-02-02 05:28:00,GBP,Bill Payment,Successful,Slice3,64,19,0.0048360863521141224,ECC,X346,Y346,Z346,4,5,BB84,20.637404164922735,False,Replay Attack,68.37252427089808,22
T347,Bank1,Bank2,2011,2016-01-23 16:44:00,GBP,Transfer,Successful,Slice1,56,15,0.07192486122791002,AES,X347,Y347,Z347,5,6,BB84,6.505908574937691,True,Man-in-the-Middle,93.08335035082196,26
T348,Bank3,Bank4,3905,2015-07-19 04:10:00,USD,Fund Transfer,Successful,Slice3,174,5,0.02985363494390343,AES,X348,Y348,Z348,4,3,BB84,3.7520214656356243,True,Man-in-the-Middle,10.016686570492439,20
T349,Bank1,Bank3,769,2020-01-27 16:00:00,EUR,Transfer,Successful,Slice1,75,22,0.027741146156250153,AES,X349,Y349,Z349,4,4,BB84,57.127309444773445,True,Man-in-the-Middle,75.49382547300957,19
T350,Bank2,Bank1,2647,2016-05-05 11:35:00,EUR,Fund Transfer,Pending,Slice1,192,24,0.07777348620934427,ECC,X350,Y350,Z350,7,6,E91,60.60389465985418,True,Quantum Interception,38.09269102033963,22
T351,Bank2,Bank2,940,2018-01-07 21:11:00,GBP,Transfer,Failed,Slice1,191,19,0.04753236741331553,AES,X351,Y351,Z351,9,6,E91,3.5529910765503603,True,Replay Attack,97.839940342855,26
T352,Bank4,Bank4,688,2015-09-04 21:52:00,USD,Fund Transfer,Pending,Slice2,136,25,0.07429918005201144,AES,X352,Y352,Z352,6,8,E91,37.77065174337969,True,Quantum Interception,9.56871973208272,15
T353,Bank4,Bank3,4733,2016-04-11 18:26:00,EUR,Transfer,Failed,Slice2,51,27,0.02628497394702144,AES,X353,Y353,Z353,8,7,E91,86.32096893983888,False,Man-in-the-Middle,51.88471456709542,10
T354,Bank4,Bank3,3407,2015-12-02 00:37:00,EUR,Fund Transfer,Successful,Slice1,195,14,0.009958762595302484,ECC,X354,Y354,Z354,7,4,E91,54.672624105132115,False,Man-in-the-Middle,5.913956790522123,29
T355,Bank4,Bank4,232,2015-04-03 14:28:00,GBP,Bill Payment,Successful,Slice3,77,17,0.07692608464896535,AES,X355,Y355,Z355,6,4,E91,90.02731470398224,False,Man-in-the-Middle,93.70234000498662,14
T356,Bank1,Bank4,3897,2018-12-05 14:29:00,EUR,Bill Payment,Failed,Slice1,101,23,0.048994596725936514,AES,X356,Y356,Z356,8,8,BB84,13.406527895387077,False,Man-in-the-Middle,66.78620221296941,12
T357,Bank3,Bank3,4735,2016-11-05 17:50:00,USD,Bill Payment,Pending,Slice1,91,24,0.0030596303394863967,ECC,X357,Y357,Z357,8,3,E91,40.665194088227,True,Quantum Interception,89.20990686616351,11
T358,Bank1,Bank4,4173,2018-07-12 02:59:00,EUR,Transfer,Pending,Slice1,167,18,0.025955947925213465,AES,X358,Y358,Z358,5,5,BB84,67.42953700951283,False,Man-in-the-Middle,50.92215947461529,15
T359,Bank3,Bank3,1733,2016-12-19 21:20:00,GBP,Bill Payment,Pending,Slice1,74,22,0.0312232061077927,ECC,X359,Y359,Z359,4,6,BB84,10.760894926131204,False,Man-in-the-Middle,13.025016688100266,18
T360,Bank3,Bank1,3458,2017-10-10 12:11:00,USD,Transfer,Failed,Slice1,179,21,0.09391271220471287,AES,X360,Y360,Z360,7,3,BB84,87.00299358969365,True,Replay Attack,54.22904247848107,15
T361,Bank1,Bank4,1103,2018-10-02 15:52:00,USD,Fund Transfer,Successful,Slice2,171,25,0.0432016606270014,AES,X361,Y361,Z361,5,7,BB84,7.620294299017527,True,Replay Attack,0.023086172758546297,25
T362,Bank3,Bank4,2884,2016-05-31 17:50:00,EUR,Fund Transfer,Failed,Slice1,131,27,0.06212495684156286,AES,X362,Y362,Z362,5,8,BB84,61.4333285160327,False,Quantum Interception,63.17646479485024,26
T363,Bank2,Bank2,4891,2015-09-21 00:58:00,EUR,Transfer,Failed,Slice3,140,10,0.002928949222319144,AES,X363,Y363,Z363,5,3,BB84,38.398060664402045,False,Replay Attack,89.31688111091681,14
T364,Bank2,Bank3,4363,2019-09-12 15:37:00,EUR,Fund Transfer,Pending,Slice3,149,23,0.09986952539380804,AES,X364,Y364,Z364,8,6,BB84,53.305353535366166,True,Man-in-the-Middle,69.00447909860237,10
T365,Bank4,Bank1,4496,2017-12-22 06:21:00,GBP,Bill Payment,Failed,Slice1,161,6,0.059977096745298566,AES,X365,Y365,Z365,8,6,E91,65.91790361769806,True,Quantum Interception,66.83517201245715,16
T366,Bank1,Bank2,2459,2015-09-02 07:35:00,EUR,Bill Payment,Pending,Slice1,113,9,0.06148344710254549,ECC,X366,Y366,Z366,5,8,E91,89.43000789384007,True,Man-in-the-Middle,40.447102846400576,28
T367,Bank3,Bank1,803,2016-02-21 05:49:00,EUR,Transfer,Successful,Slice3,58,27,0.028761192196968578,AES,X367,Y367,Z367,9,3,BB84,40.97745424353686,True,Quantum Interception,20.922448869755417,12
T368,Bank4,Bank1,1869,2018-12-21 03:00:00,USD,Fund Transfer,Pending,Slice2,67,26,0.0018034626933365328,AES,X368,Y368,Z368,9,4,E91,94.38369409076239,False,Quantum Interception,59.23519548443081,24
T369,Bank4,Bank1,263,2019-06-24 09:45:00,USD,Transfer,Pending,Slice1,56,18,0.07555270687538279,ECC,X369,Y369,Z369,9,4,BB84,4.777448190181454,True,Man-in-the-Middle,12.461054828665086,21
T370,Bank1,Bank2,245,2018-12-04 06:32:00,GBP,Fund Transfer,Successful,Slice1,135,11,0.031002722745082114,AES,X370,Y370,Z370,7,6,BB84,83.63339575984378,False,Quantum Interception,13.049808471075819,12
T371,Bank4,Bank3,3333,2017-02-07 02:45:00,GBP,Bill Payment,Pending,Slice3,183,15,0.02036730461842482,AES,X371,Y371,Z371,8,5,E91,8.264244405400644,True,Replay Attack,94.4661085859953,11
T372,Bank4,Bank2,236,2020-08-29 06:52:00,USD,Fund Transfer,Pending,Slice1,172,19,0.039270485102614064,AES,X372,Y372,Z372,5,3,E91,42.51572036584377,True,Replay Attack,7.4941462516084805,13
